	w	g	div
330	a0*a1*a5*a1*a4*a1**-1	a1*a5*a1*a4**-1	True
331	a1*a5*a2*a0*a3*a1**-1	a1*a5*a2*a4**-1	True
332	a1*a5*a3*a0*a1**-1*a2	a1*a4**-1*a5*a3	True
333	a0*a1*a5*a1**-1	a1*a4**-1*a5**2	False
334	a0**2*a1*a5**2*a1**-1	a1*a4**-1*a5**2	True
335	a0**-1*a1*a4**2*a0*a1	a0**-1*a1*a5*a4	True
336	a0**-2*a1*a5**-1*a4*a0	a0**-2*a1*a5	True
337	a0**-2*a1*a4*a0*a5**-1	a0**-2*a1*a5	True
338	a0**-1*a5*a4**-1*a0**2*a1**-1	a0**-2*a1*a5	False
339	a0*a1*a5*a1**-1	a0**-1*a1*a5*a4**-1	False
340	a0**2*a1*a5**2*a1**-1	a0**-1*a1*a5*a4**-1	False
341	a1*a5*a2*a3*a0*a1**-1	a0**-1*a1*a5*a4**-1	False
342	a1*a5*a2*a3*a5**-1*a1**-1	a0**-1*a1*a5*a4**-1	False
343	a1*a5*a2**-1*a3**-1*a0*a1**-1	a0**-1*a1*a5*a4**-1	False
344	a0**-1*a1*a2*a3*a0*a1**-1	a0**-1*a1*a5*a4**-1	False
345	a0**-1*a1*a2*a3*a5**-1*a1**-1	a0**-1*a1*a5*a4**-1	False
346	a0*a1*a5*a1**-1*a4**-1*a1**-1	a1*a5*a1**-1*a4**-1	True
347	a1*a4*a0**-1*a1*a5**-1*a1**-1	a1*a5*a1**-1*a4**-1	False
348	a1*a3*a0**-1*a2*a5**-1*a1**-1	a1*a5*a2**-1*a4**-1	False
349	a1*a5*a2**-1*a0*a3**-1*a1**-1	a1*a5*a2**-1*a4**-1	True
350	a1*a2*a0**-1*a3*a5**-1*a1**-1	a1*a4**-1*a5*a3**-1	False
351	a1*a5*a3**-1*a0*a1**-1*a2**-1	a1*a4**-1*a5*a3**-1	True
352	a0**-1*a1**2*a5**-1*a4*a1**-1	a1*a4**-2*a5	False
353	a1*a4**-1*a0*a5*a1**-2	a1*a4**-2*a5	True
354	a0**-1*a1**2*a4*a5**-1*a1**-1	a1*a4**-2*a5	False
355	a0**-1*a1*a2*a3*a4*a0	a0**-1*a1*a2*a5	True
356	a0**-1*a1*a2*a5**-1*a3*a1**-1	a0**-1*a1*a2*a4**-1	True
357	a1*a3**-1*a5*a1**-1*a2**-1*a0	a0**-1*a1*a2*a4**-1	False
358	a0**-1*a1*a3*a4*a2*a0	a0**-1*a1*a3*a5	True
359	a0**-1*a1*a3*a5**-1*a1**-1*a2	a0**-1*a1*a3*a4**-1	True
360	a1*a2**-1*a5*a3**-1*a0*a1**-1	a0**-1*a1*a3*a4**-1	False
361	a4*a0*a5*a4**-1	a4*a0**2*a1**-1	False
362	a4*a0**2*a5**2*a4**-1	a4*a0**2*a1**-1	True
363	a0**-1*a1*a2**-1*a3**-1*a4*a0	a0**-1*a1*a2**-1*a5	True
364	a0**-1*a3*a4**-1*a1**-1*a2*a0	a0**-1*a1*a2**-1*a5	False
365	a4*a2*a0*a3*a4**-1*a5	a4*a1**-1*a2*a0	True
366	a0**-1*a1*a3**-1*a4*a2**-1*a0	a0**-1*a1*a3**-1*a5	True
367	a0**-1*a2*a3*a4**-1*a0*a1**-1	a0**-1*a1*a3**-1*a5	False
368	a3*a4*a0*a2*a4**-1*a5	a3*a4*a0*a1**-1	True
369	a4**2*a0*a1*a4**-1*a5	a4**2*a0*a1**-1	True
370	a4**2*a0*a1*a5*a4**-1	a4**2*a0*a1**-1	True
371	a4*a0*a5*a4**-1	a4*a0*a5*a1**-1	False
372	a4*a0**2*a5**2*a4**-1	a4*a0*a5*a1**-1	True
373	a1*a2**-1*a0*a5*a4*a2	a1*a2**-1*a0*a3	True
374	a1*a2**-1*a0*a4*a5*a2	a1*a2**-1*a0*a3	True
375	a1*a2**-1*a0*a3**-1*a5*a1**-1	a1*a2**-1*a0*a4**-1	True
376	a1*a5**-1*a3*a0**-1*a1**-1*a2	a1*a2**-1*a0*a4**-1	False
377	a1*a2**-1*a4*a0*a5*a2	a1*a2**-1*a5*a3	True
378	a0**-1*a1*a3*a5**-1*a1**-1*a2	a1*a2**-1*a4**-1*a5	False
379	a1*a2**-1*a5*a3**-1*a0*a1**-1	a1*a2**-1*a4**-1*a5	True
380	a1*a2**-1*a0**-1*a5**-1*a4*a2	a1*a2**-1*a0**-1*a3	True
381	a2**-1*a4**-1*a0*a5*a1**-1*a2	a1*a2**-1*a0**-1*a3	False
382	a1*a2**-1*a0**-1*a4*a5**-1*a2	a1*a2**-1*a0**-1*a3	True
383	a4*a0*a2*a4**-1*a5*a3	a4*a0*a1**-1*a2	True
384	a3*a4*a2*a4**-1	a4*a1**-1*a2**2	False
385	a3**2*a4*a2**2*a4**-1	a4*a1**-1*a2**2	True
386	a3*a4*a2*a4**-1	a3*a4*a1**-1*a2	False
387	a3**2*a4*a2**2*a4**-1	a3*a4*a1**-1*a2	True
388	a4**2*a1*a2*a3*a4**-1	a4**2*a1**-1*a2	True
389	a4*a5*a2*a0*a3*a4**-1	a4*a5*a1**-1*a2	True
390	a1*a2**-1*a4*a0**-1*a5**-1*a2	a1*a2**-1*a5**-1*a3	True
391	a2**-1*a0*a5*a4**-1*a1**-1*a2	a1*a2**-1*a5**-1*a3	False
392	a1*a3**-1*a0*a2**-1*a5*a1**-1	a1*a3**-1*a0*a4**-1	True
393	a1*a5**-1*a2*a0**-1*a3*a1**-1	a1*a3**-1*a0*a4**-1	False
394	a1*a2**-1*a3**-1*a1*a4*a1**-1	a1*a3**-1*a1*a4**-1	True
395	a1*a4**-1*a1**-1*a2*a3*a1**-1	a1*a3**-1*a1*a4**-1	False
396	a0**-1*a1*a2*a5**-1*a3*a1**-1	a1*a3**-1*a4**-1*a5	False
397	a1*a3**-1*a5*a1**-1*a2**-1*a0	a1*a3**-1*a4**-1*a5	True
398	a4*a0*a3*a5*a2*a4**-1	a4*a0*a3*a1**-1	True
399	a4*a1*a3*a4*a2*a4**-1	a4*a1*a3*a1**-1	True
400	a3*a4*a2*a4**-1	a3**2*a4*a1**-1	False
401	a3**2*a4*a2**2*a4**-1	a3**2*a4*a1**-1	True
402	a3*a4**2*a1*a2*a4**-1	a3*a4**2*a1**-1	True
403	a4*a5*a3*a0*a2*a4**-1	a4*a5*a3*a1**-1	True
404	a0**-1*a1*a5**-1*a1*a4*a1**-1	a1*a4**-1*a0*a4**-1	False
405	a1*a4**-1*a0*a1**-1*a5*a1**-1	a1*a4**-1*a0*a4**-1	True
406	a1*a3*a4**-1*a2*a4*a1**-1	a1*a4**-1*a1*a4**-1	False
407	a1*a4**-1*a0*a5*a4*a1**-1	a1*a4**-1*a1*a4**-1	False
408	a1*a2**-1*a3**-1*a1*a4*a1**-1	a1*a4**-1*a2*a4**-1	False
409	a1*a4**-1*a1**-1*a2*a3*a1**-1	a1*a4**-1*a2*a4**-1	True
410	a4*a0*a5*a4*a1*a4**-1	a4*a0*a4*a1**-1	True
411	a4*a1*a4**2*a1*a4**-1	a4*a1*a4*a1**-1	True
412	a3*a4*a2*a4*a1*a4**-1	a4*a2*a4*a1**-1	True
413	a4**3*a1**2*a4**-1	a4**3*a1**-1	True
414	a4**2*a0*a5*a1*a4**-1	a4**2*a5*a1**-1	True
415	a1*a2**-1*a0*a3**-1*a5*a1**-1	a1*a4**-1*a5**-1*a3	False
416	a1*a5**-1*a3*a0**-1*a1**-1*a2	a1*a4**-1*a5**-1*a3	True
417	a3*a4*a5*a2*a0*a4**-1	a3*a4*a5*a1**-1	True
418	a4*a0*a5*a4**-1	a4*a5**2*a1**-1	False
419	a4*a0**2*a5**2*a4**-1	a4*a5**2*a1**-1	True
420	a0**-1*a1*a5**-1*a1*a4*a1**-1	a1*a5**-1*a1*a4**-1	True
421	a1*a4**-1*a0*a1**-1*a5*a1**-1	a1*a5**-1*a1*a4**-1	False
422	a1*a3**-1*a0*a2**-1*a5*a1**-1	a1*a5**-1*a2*a4**-1	False
423	a1*a5**-1*a2*a0**-1*a3*a1**-1	a1*a5**-1*a2*a4**-1	True
424	a4*a1*a4*a0*a5*a4**-1	a4*a1*a5*a1**-1	True
425	a4*a2*a5*a3*a0*a4**-1	a4*a2*a5*a1**-1	True
426	a2*a0*a5*a2**-1	a2*a0**2*a3**-1	False
427	a2*a0**2*a5**2*a2**-1	a2*a0**2*a3**-1	True
428	a2*a0*a2*a5*a2**-1*a3	a2*a0*a2*a3**-1	True
429	a2*a0*a5*a4*a1*a2**-1	a2*a0*a3**-1*a4	True
430	a2*a0*a5*a3	a2*a0*a5*a2	False
431	a2*a0*a5*a2**-1	a2*a0*a5*a3**-1	False
432	a2*a0**2*a5**2*a2**-1	a2*a0*a5*a3**-1	True
433	a1**-1*a2*a0*a3*a5*a1	a1**-1*a2*a0*a4	True
434	a1**-1*a2*a0*a4**-1*a5*a2**-1	a1**-1*a2*a0*a3**-1	True
435	a2*a4*a0**-1*a5**-1*a1*a2**-1	a1**-1*a2*a0*a3**-1	False
436	a1**-1*a2*a0*a5*a4**-1*a2**-1	a1**-1*a2*a0*a3**-1	True
437	a2*a0*a2**-1*a5*a2**-1*a3**-1	a2*a0*a2**-1*a3**-1	True
438	a2*a3*a5**-1*a2*a0**-1*a2**-1	a2*a0*a2**-1*a3**-1	False
439	a2*a0*a3**-1*a5*a2**-2	a2*a0*a3**-2	True
440	a2**2*a5**-1*a3*a0**-1*a2**-1	a2*a0*a3**-2	False
441	a1*a2*a4*a0**-1*a5**-1*a2**-1	a2*a0*a3**-1*a4**-1	False
442	a2*a0*a5*a4**-1*a1**-1*a2**-1	a2*a0*a3**-1*a4**-1	True
443	a2*a0*a5*a2**-1	a2*a0*a5**-1*a3**-1	False
444	a2*a0**2*a5**2*a2**-1	a2*a0*a5**-1*a3**-1	False
445	a2*a0*a2*a3*a5*a2**-1	a2*a0*a5**-1*a3**-1	False
446	a2*a0*a2*a3*a0**-1*a2**-1	a2*a0*a5**-1*a3**-1	False
447	a2*a0*a2**-1*a3**-1*a5*a2**-1	a2*a0*a5**-1*a3**-1	False
448	a2*a5**-1*a2*a3*a5*a2**-1	a2*a0*a5**-1*a3**-1	False
449	a2*a5**-1*a2*a3*a0**-1*a2**-1	a2*a0*a5**-1*a3**-1	False
450	a2**2*a0*a3*a5*a2**-1	a2**2*a0*a3**-1	True
451	a2*a3	a2**4	False
452	a2**2*a3**2	a2**4	False
453	a2**3*a3**3	a2**4	False
454	a2*a3	a2**3*a3	False
455	a2**2*a3**2	a2**3*a3	False
456	a2**3*a3**3	a2**3*a3	False
457	a2*a3	a2**3*a3**-1	False
458	a2**2*a3**2	a2**3*a3**-1	True
459	a2**3*a3**3	a2**3*a3**-1	False
460	a2*a3	a2**2*a3**2	False
461	a2**2*a3**2	a2**2*a3**2	False
462	a2**3*a3**3	a2**2*a3**2	False
463	a2**2*a3*a4*a1*a2**-1	a2**2*a3**-1*a4	True
464	a2**2*a5*a3*a0*a2**-1	a2**2*a5*a3**-1	True
465	a2**2*a0**-1*a3*a5**-1*a2**-1	a2**2*a0**-1*a3**-1	True
466	a2*a5*a3**-1*a0*a2**-2	a2**2*a0**-1*a3**-1	False
467	a1**-1*a2*a3*a1	a1**-1*a2**2*a4	False
468	a1**-1*a2**2*a3**2*a1	a1**-1*a2**2*a4	True
469	a1**-1*a2**2*a3*a4**-1*a2**-1	a1**-1*a2**2*a3**-1	True
470	a2*a3**-1*a4*a1*a2**-2	a1**-1*a2**2*a3**-1	False
471	a2*a3**-1*a1*a3**2*a4	a2**2*a3**-1*a1	True
472	a2*a3**-1*a1**-1*a3**2*a4**-1	a2**2*a3**-1*a1**-1	True
473	a3**-2*a4*a1*a2**-1*a3	a2**2*a3**-1*a1**-1	False
474	a2*a3	a2**2*a3**-2	False
475	a2**2*a3**2	a2**2*a3**-2	False
476	a2**2*a0*a5*a3**2	a2**2*a3**-2	False
477	a2**2*a0*a5*a2**-1*a3	a2**2*a3**-2	False
478	a2**2*a0*a5*a2**-2	a2**2*a3**-2	False
479	a2**3*a3**3	a2**2*a3**-2	False
480	a2**2*a0**-1*a5**-1*a3**2	a2**2*a3**-2	False
481	a2**2*a0**-1*a5**-1*a2**-1*a3	a2**2*a3**-2	False
482	a2*a3**-1*a0*a5*a3**2	a2**2*a3**-2	False
483	a2*a3**-1*a0*a5*a2**-1*a3	a2**2*a3**-2	False
484	a2*a3**-1*a0*a5*a2**-2	a2**2*a3**-2	False
485	a2*a3**-1*a0**-1*a5**-1*a3**2	a2**2*a3**-2	False
486	a3**-2*a0*a5*a3**2	a2**2*a3**-2	False
487	a3**-2*a0*a5*a2**-1*a3	a2**2*a3**-2	False
