	w	g	div
1126	a0**-2*a3*a5**-1*a2*a0	a0**-1*a2**-1*a5**2	False
1127	a0**-1*a2**-1*a5*a3**-1*a0**2	a0**-1*a2**-1*a5**2	True
1128	a5**-1*a2*a3*a5	a5**-1*a2**2*a0	False
1129	a5**-1*a2**2*a3**2*a5	a5**-1*a2**2*a0	True
1130	a5**-1*a2*a3*a5	a5**-1*a2*a3*a0	False
1131	a5**-1*a2**2*a3**2*a5	a5**-1*a2*a3*a0	True
1132	a0**-1*a3**-1*a0*a2**-1*a0*a5	a0**-1*a3**-1*a0*a5	True
1133	a0**-1*a5**-1*a2*a0**-1*a3*a0	a0**-1*a3**-1*a0*a5	False
1134	a0**-1*a2**-1*a3**-1*a1*a4*a0	a0**-1*a3**-1*a1*a5	True
1135	a0**-1*a4**-1*a1**-1*a2*a3*a0	a0**-1*a3**-1*a1*a5	False
1136	a0**-2*a2*a5**-1*a3*a0	a0**-1*a3**-1*a5**2	False
1137	a0**-1*a3**-1*a5*a2**-1*a0**2	a0**-1*a3**-1*a5**2	True
1138	a5**-1*a1*a3*a4*a2*a5	a5**-1*a1*a3*a0	True
1139	a5**-1*a2*a3*a5	a5**-1*a3**2*a0	False
1140	a5**-1*a2**2*a3**2*a5	a5**-1*a3**2*a0	True
1141	a0**-1*a5*a4**-1*a0*a4*a0	a0**-1*a4**-1*a1*a5	False
1142	a0**-1*a3*a4**-1*a2*a4*a0	a0**-1*a4**-1*a1*a5	False
1143	a1**-1*a4*a0*a1*a5*a1	a1**-1*a4*a0*a4	True
1144	a1**-1*a4*a1**2*a4*a1	a1**-1*a4*a1*a4	True
1145	a1**-1*a4*a1*a2*a3*a1	a1**-1*a4*a2*a4	True
1146	a1**-1*a4**2*a1**3	a1**-1*a4**3	True
1147	a1**-1*a4*a0*a5*a1**2	a1**-1*a4**2*a5	True
1148	a1**-2*a2*a3*a4**-1*a1	a1**-1*a3**-1*a4**2	False
1149	a1**-1*a3**-1*a4*a1**2*a2**-1	a1**-1*a3**-1*a4**2	True
1150	a0*a1**-2*a4**-1*a5*a1	a1**-1*a4**2*a5**-1	False
1151	a1**-1*a4*a0**-1*a5**-1*a1**2	a1**-1*a4**2*a5**-1	True
1152	a0*a1**-2*a5*a4**-1*a1	a1**-1*a4**2*a5**-1	False
1153	a1**-1*a5*a3*a0*a1*a2	a1**-1*a4*a5*a3	True
1154	a0*a1**-1*a5*a1	a1**-1*a4*a5**2	False
1155	a0**2*a1**-1*a5**2*a1	a1**-1*a4*a5**2	True
1156	a1**-1*a2*a0**-1*a3*a5**-1*a1	a1**-1*a4*a5*a3**-1	False
1157	a1**-1*a5*a3**-1*a0*a1*a2**-1	a1**-1*a4*a5*a3**-1	True
1158	a0*a1**-1*a5*a1**-1*a4**-1*a1	a1**-1*a4*a0**-1*a4	False
1159	a1**-1*a4*a0**-1*a1*a5**-1*a1	a1**-1*a4*a0**-1*a4	True
1160	a1**-1*a3*a4*a2*a4**-1*a1	a1**-1*a4*a1**-1*a4	False
1161	a1**-1*a4*a0*a5*a4**-1*a1	a1**-1*a4*a1**-1*a4	False
1162	a1**-1*a2*a3*a1**-1*a4**-1*a1	a1**-1*a4*a2**-1*a4	False
1163	a1**-1*a4*a1*a2**-1*a3**-1*a1	a1**-1*a4*a2**-1*a4	True
1164	a0**-1*a1**-1*a2*a5**-1*a3*a1	a1**-1*a3**-1*a4*a5	False
1165	a1**-1*a3**-1*a5*a1*a2**-1*a0	a1**-1*a3**-1*a4*a5	True
1166	a1**-1*a2**-1*a0*a3**-1*a5*a1	a1**-1*a4*a5**-1*a3	False
1167	a1**-1*a5**-1*a3*a0**-1*a1*a2	a1**-1*a4*a5**-1*a3	True
1168	a0*a1**-1*a5*a1*a4*a1	a1**-1*a5*a1*a4	True
1169	a1**-1*a5*a2*a0*a3*a1	a1**-1*a5*a2*a4	True
1170	a0*a1**-1*a5*a1	a0**-1*a1**-1*a5*a4	False
1171	a0**2*a1**-1*a5**2*a1	a0**-1*a1**-1*a5*a4	False
1172	a0**-1*a1**-1*a2*a3*a0*a1	a0**-1*a1**-1*a5*a4	False
1173	a0**-1*a1**-1*a2*a3*a5**-1*a1	a0**-1*a1**-1*a5*a4	False
1174	a1**-1*a5*a2*a3*a0*a1	a0**-1*a1**-1*a5*a4	False
1175	a1**-1*a5*a2*a3*a5**-1*a1	a0**-1*a1**-1*a5*a4	False
1176	a1**-1*a5*a2**-1*a3**-1*a0*a1	a0**-1*a1**-1*a5*a4	False
1177	a0*a1**-1*a5*a1**-1*a4**-1*a1	a1**-1*a5*a1**-1*a4	True
1178	a1**-1*a4*a0**-1*a1*a5**-1*a1	a1**-1*a5*a1**-1*a4	False
1179	a1**-1*a3*a0**-1*a2*a5**-1*a1	a1**-1*a5*a2**-1*a4	False
1180	a1**-1*a5*a2**-1*a0*a3**-1*a1	a1**-1*a5*a2**-1*a4	True
1181	a1**-2*a3*a4**-1*a1*a2	a1**-2*a3*a4	True
1182	a1**-1*a2**-1*a3**-1*a4*a1**2	a1**-2*a3*a4	False
1183	a0*a1**-2*a5*a1**2	a1**-2*a4**2	False
1184	a1**-2*a2*a3*a1**2	a1**-2*a4**2	False
1185	a0**-1*a1**-1*a4*a5**-1*a1**2	a1**-2*a4*a5	False
1186	a0**-1*a1**-1*a5**-1*a4*a1**2	a1**-2*a4*a5	False
1187	a1**-2*a4**-1*a0*a5*a1	a1**-2*a4*a5	True
1188	a4**-1*a1**2*a4**3	a4**-1*a1**3	True
1189	a4**-1*a1*a2*a3*a4**2	a4**-1*a1**2*a2	True
1190	a1**-1*a2**-1*a0*a5*a4**-1*a2	a1**-1*a2**-1*a0*a3	True
1191	a1**-1*a2**-1*a0*a4**-1*a5*a2	a1**-1*a2**-1*a0*a3	True
1192	a2**-1*a4*a0**-1*a5**-1*a1*a2	a1**-1*a2**-1*a0*a3	False
1193	a1**-1*a2**-1*a0*a3**-1*a5*a1	a1**-1*a2**-1*a0*a4	True
1194	a1**-1*a5**-1*a3*a0**-1*a1*a2	a1**-1*a2**-1*a0*a4	False
1195	a1**-2*a3*a4**-1*a1*a2	a1**-1*a2**-1*a4**2	False
1196	a1**-1*a2**-1*a3**-1*a4*a1**2	a1**-1*a2**-1*a4**2	True
1197	a0**-1*a1**-1*a3*a5**-1*a1*a2	a1**-1*a2**-1*a4*a5	False
1198	a1**-1*a2**-1*a5*a3**-1*a0*a1	a1**-1*a2**-1*a4*a5	True
1199	a1**-1*a2**-1*a4**-1*a0*a5*a2	a1**-1*a2**-1*a5*a3	True
1200	a2**-1*a0**-1*a5**-1*a4*a1*a2	a1**-1*a2**-1*a5*a3	False
1201	a3**-1*a0*a1*a4*a5*a3	a3**-1*a0*a1*a2	True
1202	a3**-1*a0*a1*a5*a3*a4	a3**-1*a0*a1*a2	True
1203	a4**-1*a0*a2*a4*a5*a3	a4**-1*a0*a1*a2	True
1204	a3*a4**-1*a2*a4	a4**-1*a1*a2**2	False
1205	a3**2*a4**-1*a2**2*a4	a4**-1*a1*a2**2	True
1206	a3**-1*a0*a5*a1*a3*a4	a3**-1*a5*a1*a2	True
1207	a1**-1*a3**-1*a0*a2**-1*a5*a1	a1**-1*a3**-1*a0*a4	True
1208	a1**-1*a5**-1*a2*a0**-1*a3*a1	a1**-1*a3**-1*a0*a4	False
1209	a1**-1*a2**-1*a3**-1*a1*a4*a1	a1**-1*a3**-1*a1*a4	True
1210	a1**-1*a4**-1*a1**-1*a2*a3*a1	a1**-1*a3**-1*a1*a4	False
1211	a4**-1*a0*a3*a5*a2*a4	a4**-1*a0*a3*a1	True
1212	a4**-1*a1*a3*a4*a2*a4	a4**-1*a1*a3*a1	True
1213	a0**-1*a1**-1*a5**-1*a1*a4*a1	a1**-1*a4**-1*a0*a4	False
1214	a1**-1*a4**-1*a0*a1**-1*a5*a1	a1**-1*a4**-1*a0*a4	True
1215	a1**-1*a3*a4**-1*a2*a4*a1	a1**-1*a4**-1*a1*a4	False
1216	a1**-1*a4**-1*a0*a5*a4*a1	a1**-1*a4**-1*a1*a4	False
1217	a1**-1*a2**-1*a3**-1*a1*a4*a1	a1**-1*a4**-1*a2*a4	False
1218	a1**-1*a4**-1*a1**-1*a2*a3*a1	a1**-1*a4**-1*a2*a4	True
1219	a4**-1*a0*a5*a4*a1*a4	a4**-1*a0*a4*a1	True
1220	a4**-1*a1*a4**2*a1*a4	a4**-1*a1*a4*a1	True
1221	a3*a4**-1*a2*a4*a1*a4	a4**-1*a2*a4*a1	True
1222	a0**-1*a1**-1*a5**-1*a1*a4*a1	a1**-1*a5**-1*a1*a4	True
1223	a1**-1*a4**-1*a0*a1**-1*a5*a1	a1**-1*a5**-1*a1*a4	False
1224	a1**-1*a3**-1*a0*a2**-1*a5*a1	a1**-1*a5**-1*a2*a4	False
1225	a1**-1*a5**-1*a2*a0**-1*a3*a1	a1**-1*a5**-1*a2*a4	True
1226	a4**-1*a1*a4*a0*a5*a4	a4**-1*a1*a5*a1	True
1227	a4**-1*a2*a5*a3*a0*a4	a4**-1*a2*a5*a1	True
1228	a2**-1*a0*a5*a2	a2**-1*a0**2*a3	False
1229	a2**-1*a0**2*a5**2*a2	a2**-1*a0**2*a3	True
1230	a2**-1*a0*a2*a5*a2*a3	a2**-1*a0*a2*a3	True
1231	a2**-1*a0*a3*a5*a2**2	a2**-1*a0*a3**2	True
1232	a2**-1*a0*a5*a4*a1*a2	a2**-1*a0*a3*a4	True
1233	a2**-1*a3*a5**-1*a2*a0**-1*a2	a2**-1*a0*a2**-1*a3	False
1234	a2**-1*a0*a2**-1*a5*a2*a3**-1	a2**-1*a0*a2**-1*a3	True
1235	a1*a2**-1*a4*a0**-1*a5**-1*a2	a2**-1*a0*a3*a4**-1	False
1236	a2**-1*a0*a5*a4**-1*a1**-1*a2	a2**-1*a0*a3*a4**-1	True
1237	a2**-1*a0*a5*a2	a2**-1*a0*a5*a3	False
1238	a2**-1*a0**2*a5**2*a2	a2**-1*a0*a5*a3	True
1239	a3*a0**-1*a5**-1*a2	a2**-1*a0*a5*a2**-1	False
1240	a2**-1*a0*a5*a3**-1	a2**-1*a0*a5*a2**-1	False
1241	a2**-1*a0*a5*a2	a2**-1*a0*a5**-1*a3	False
1242	a2**-1*a0**2*a5**2*a2	a2**-1*a0*a5**-1*a3	False
1243	a2**-1*a0*a2*a3*a5*a2	a2**-1*a0*a5**-1*a3	False
1244	a2**-1*a0*a2*a3*a0**-1*a2	a2**-1*a0*a5**-1*a3	False
1245	a2**-1*a0*a2**-1*a3**-1*a5*a2	a2**-1*a0*a5**-1*a3	False
1246	a2**-1*a5**-1*a2*a3*a5*a2	a2**-1*a0*a5**-1*a3	False
1247	a2**-1*a5**-1*a2*a3*a0**-1*a2	a2**-1*a0*a5**-1*a3	False
1248	a2**-1*a4*a0*a1*a5*a2	a2**-1*a4*a0*a3	True
1249	a2**-1*a4*a1**2*a4*a2	a2**-1*a4*a1*a3	True
1250	a2**-1*a3**-2*a4*a1*a3	a2**-1*a3**-1*a4*a2	True
1251	a3**-1*a1**-1*a3**2*a4**-1*a2	a2**-1*a3**-1*a4*a2	False
1252	a3*a4**-1*a2*a4**-1*a1**-1*a4	a4**-1*a2*a4**-1*a1	True
1253	a4**-1*a1*a3**-1*a4*a2**-1*a4	a4**-1*a2*a4**-1*a1	False
1254	a4**-1*a0*a3**-1*a5*a2**-1*a4	a4**-1*a2*a5**-1*a1	False
1255	a4**-1*a2*a5**-1*a3*a0**-1*a4	a4**-1*a2*a5**-1*a1	True
1256	a4**-1*a0**-1*a3*a5**-1*a2*a4	a4**-1*a0**-1*a3*a1	True
1257	a4**-1*a2**-1*a5*a3**-1*a0*a4	a4**-1*a0**-1*a3*a1	False
1258	a4**-1*a0**-1*a5**-1*a4*a1*a4	a4**-1*a0**-1*a4*a1	True
1259	a4**-1*a1**-1*a4**-1*a0*a5*a4	a4**-1*a0**-1*a4*a1	False
1260	a3**-1*a4**-1*a2**-1*a4*a1*a4	a4**-1*a1**-1*a3*a1	False
1261	a4**-1*a1**-1*a3*a4**-1*a2*a4	a4**-1*a1**-1*a3*a1	True
1262	a4**-1*a0*a1**-1*a5*a1*a4	a4**-1*a1**-1*a4*a1	False
1263	a4**-1*a1**-1*a2*a3*a1*a4	a4**-1*a1**-1*a4*a1	False
1264	a4**-1*a0**-1*a5**-1*a4*a1*a4	a4**-1*a1**-1*a5*a1	False
1265	a4**-1*a1**-1*a4**-1*a0*a5*a4	a4**-1*a1**-1*a5*a1	True
1266	a3**-1*a4**-1*a2**-1*a4*a1*a4	a4**-1*a2**-1*a4*a1	True
1267	a4**-1*a1**-1*a3*a4**-1*a2*a4	a4**-1*a2**-1*a4*a1	False
1268	a4**-1*a0**-1*a3*a5**-1*a2*a4	a4**-1*a2**-1*a5*a1	False
1269	a4**-1*a2**-1*a5*a3**-1*a0*a4	a4**-1*a2**-1*a5*a1	True
1270	a4**-1*a0**-1*a5**-1*a1*a4**2	a4**-2*a0*a1	False
1271	a4**-2*a0*a1**-1*a4*a5	a4**-2*a0*a1	True
1272	a4**-2*a0*a1**-1*a5*a4	a4**-2*a0*a1	True
1273	a3*a4**-2*a2*a4**2	a4**-2*a1**2	False
1274	a4**-2*a0*a5*a4**2	a4**-2*a1**2	False
1275	a3**-1*a4**-1*a1*a2**-1*a4**2	a4**-2*a1*a2	False
1276	a4**-2*a1**-1*a2*a3*a4	a4**-2*a1*a2	True
1277	a4**-1*a0**-1*a5**-1*a1*a4**2	a4**-1*a5**-1*a1**2	True
1278	a4**-2*a0*a1**-1*a4*a5	a4**-1*a5**-1*a1**2	False
1279	a4**-2*a0*a1**-1*a5*a4	a4**-1*a5**-1*a1**2	False
1280	a3**-1*a4**-1*a0*a2**-1*a4*a5	a4**-1*a5**-1*a1*a2	False
1281	a4**-1*a5**-1*a2*a0**-1*a3*a4	a4**-1*a5**-1*a1*a2	True
1282	a4**-1*a5**-1*a1**-1*a2*a3*a5	a4**-1*a5**-1*a2*a0	True
1283	a5**-1*a2**-1*a3**-1*a1*a4*a5	a4**-1*a5**-1*a2*a0	False
1284	a4**-1*a5**-1*a2*a3*a1**-1*a5	a4**-1*a5**-1*a3*a0	True
1285	a5**-1*a1*a2**-1*a3**-1*a4*a5	a4**-1*a5**-1*a3*a0	False
1286	a4**-1*a2**-1*a0*a3**-1*a4*a5	a4**-1*a5**-1*a3*a1	False
1287	a4**-1*a5**-1*a3*a0**-1*a2*a4	a4**-1*a5**-1*a3*a1	True
1288	a4**-1*a5**-1*a2*a3*a1**-1*a5	a5**-1*a1*a2**-1*a0	False
1289	a5**-1*a1*a2**-1*a3**-1*a4*a5	a5**-1*a1*a2**-1*a0	True
1290	a5**-1*a1*a3**-1*a4*a2**-1*a5	a5**-1*a1*a3**-1*a0	True
1291	a5**-1*a2*a3*a4**-1*a1**-1*a5	a5**-1*a1*a3**-1*a0	False
1292	a0*a5**-1*a1*a5*a1**-1*a5	a5**-1*a1*a4**-1*a0	False
1293	a5**-1*a1*a2*a3*a1**-1*a5	a5**-1*a1*a4**-1*a0	False
1294	a4*a5**-1*a2**-1*a3**-1*a1*a5	a5**-1*a1**-1*a2*a0	False
1295	a5**-1*a1**-1*a2*a3*a4**-1*a5	a5**-1*a1**-1*a2*a0	True
1296	a0*a5**-1*a3**-1*a5*a2**-1*a5	a5**-1*a2*a0*a5**-1	False
1297	a5**-1*a2*a5**-1*a3*a0**-1*a5	a5**-1*a2*a0*a5**-1	True
1298	a0*a2**-1*a3**-1*a5	a5**-1*a2*a3*a5**-1	False
1299	a5**-1*a2*a3*a0**-1	a5**-1*a2*a3*a5**-1	False
1300	a5**-1*a2*a3*a5	a5**-1*a2*a3**-1*a0	False
1301	a5**-1*a2*a0*a5*a3*a5	a5**-1*a2*a3**-1*a0	False
1302	a5**-1*a2*a0*a5*a2**-1*a5	a5**-1*a2*a3**-1*a0	False
1303	a5**-1*a2**2*a3**2*a5	a5**-1*a2*a3**-1*a0	False
1304	a5**-1*a2*a0**-1*a5**-1*a3*a5	a5**-1*a2*a3**-1*a0	False
1305	a5**-1*a3**-1*a0*a5*a3*a5	a5**-1*a2*a3**-1*a0	False
1306	a5**-1*a3**-1*a0*a5*a2**-1*a5	a5**-1*a2*a3**-1*a0	False
1307	a5**-1*a1*a3**-1*a4*a2**-1*a5	a5**-1*a2*a4**-1*a0	False
1308	a5**-1*a2*a3*a4**-1*a1**-1*a5	a5**-1*a2*a4**-1*a0	True
1309	a4*a5**-1*a1*a2**-1*a3**-1*a5	a5**-1*a3*a0*a1**-1	False
1310	a5**-1*a2*a3*a1**-1*a4**-1*a5	a5**-1*a3*a0*a1**-1	True
1311	a0*a5**-1*a2**-1*a5*a3**-1*a5	a5**-1*a3*a0*a5**-1	False
1312	a5**-1*a3*a5**-1*a2*a0**-1*a5	a5**-1*a3*a0*a5**-1	True
1313	a5**-1*a2*a3*a5	a5**-1*a2**-1*a3*a0	False
1314	a5**-1*a2**2*a3**2*a5	a5**-1*a2**-1*a3*a0	False
1315	a5**-1*a3*a0*a5*a2*a5	a5**-1*a2**-1*a3*a0	False
1316	a5**-1*a3*a0*a5*a3**-1*a5	a5**-1*a2**-1*a3*a0	False
1317	a5**-1*a3*a0**-1*a5**-1*a2*a5	a5**-1*a2**-1*a3*a0	False
1318	a5**-1*a2**-1*a0*a5*a2*a5	a5**-1*a2**-1*a3*a0	False
1319	a5**-1*a2**-1*a0*a5*a3**-1*a5	a5**-1*a2**-1*a3*a0	False
1320	a5**-1*a1**-1*a3*a4**-1*a2*a5	a5**-1*a1**-1*a3*a0	True
1321	a5**-1*a2**-1*a3**-1*a4*a1*a5	a5**-1*a1**-1*a3*a0	False
1322	a0*a5**-1*a1**-1*a5*a1*a5	a5**-1*a1**-1*a4*a0	False
1323	a5**-1*a1**-1*a2*a3*a1*a5	a5**-1*a1**-1*a4*a0	False
1324	a5**-1*a2**-1*a0*a3**-1*a5**2	a5**-1*a2**-1*a0**2	True
1325	a5**-2*a3*a0**-1*a2*a5	a5**-1*a2**-1*a0**2	False
1326	a0**-1*a5**-1*a3*a5**-1*a2*a5	a5**-1*a2**-1*a0*a5	False
1327	a5**-1*a2**-1*a5*a3**-1*a0*a5	a5**-1*a2**-1*a0*a5	True
1328	a5**-1*a1**-1*a3*a4**-1*a2*a5	a5**-1*a2**-1*a4*a0	False
1329	a5**-1*a2**-1*a3**-1*a4*a1*a5	a5**-1*a2**-1*a4*a0	True
1330	a5**-1*a3**-1*a0*a2**-1*a5**2	a5**-1*a3**-1*a0**2	True
1331	a5**-2*a2*a0**-1*a3*a5	a5**-1*a3**-1*a0**2	False
1332	a4**-1*a5**-1*a1**-1*a2*a3*a5	a5**-1*a3**-1*a0*a1	False
1333	a5**-1*a2**-1*a3**-1*a1*a4*a5	a5**-1*a3**-1*a0*a1	True
1334	a0**-1*a5**-1*a2*a5**-1*a3*a5	a5**-1*a3**-1*a0*a5	False
1335	a5**-1*a3**-1*a5*a2**-1*a0*a5	a5**-1*a3**-1*a0*a5	True
1336	a5**-1*a3**-1*a0*a2**-1*a5**2	a5**-2*a2*a0	False
1337	a5**-2*a2*a0**-1*a3*a5	a5**-2*a2*a0	True
1338	a5**-1*a2**-1*a0*a3**-1*a5**2	a5**-2*a3*a0	False
1339	a5**-2*a3*a0**-1*a2*a5	a5**-2*a3*a0	True
1340	a0*a5	a0**5	False
1341	a0**2*a5**2	a0**5	False
1342	a0**3*a5**3	a0**5	False
1343	a0*a5	a0**4*a5	False
1344	a0**2*a5**2	a0**4*a5	False
1345	a0**3*a5**3	a0**4*a5	False
1346	a0*a5	a0**4*a5**-1	False
1347	a0**2*a5**2	a0**4*a5**-1	False
1348	a0**3*a5**3	a0**4*a5**-1	True
1349	a0*a1*a5*a1**-1	a0**3*a1*a4**-1	False
1350	a0**2*a1*a5**2*a1**-1	a0**3*a1*a4**-1	False
1351	a0*a5	a0**3*a5**2	False
1352	a0**2*a5**2	a0**3*a5**2	False
1353	a0**3*a5**3	a0**3*a5**2	False
1354	a0*a1**-1*a5*a1	a0**3*a1**-1*a4	False
1355	a0**2*a1**-1*a5**2*a1	a0**3*a1**-1*a4	False
1356	a0*a5	a0**3*a5**-2	True
1357	a0**2*a5**2	a0**3*a5**-2	False
1358	a0**3*a5**3	a0**3*a5**-2	False
1359	a0*a1*a5*a1**-1	a0**2*a1*a4**-1*a5	False
1360	a0**2*a1*a5**2*a1**-1	a0**2*a1*a4**-1*a5	False
1361	a0*a1*a5*a1**-1	a0**2*a1*a4**-1*a5**-1	True
1362	a0**2*a1*a5**2*a1**-1	a0**2*a1*a4**-1*a5**-1	False
1363	a0**2*a1*a4*a0**-2	a0**2*a1*a5**-2	True
1364	a0**2*a2*a3*a0**-2	a0**2*a2*a5**-2	True
1365	a0**2*a2*a3*a0**-2	a0**2*a3*a5**-2	True
1366	a0**2*a5*a4*a1*a5	a0**2*a5**-1*a4*a0	True
1367	a0**2*a4*a0**-2*a1	a0**2*a5**-2*a4	True
1368	a0*a5	a0**2*a5**3	False
1369	a0**2*a5**2	a0**2*a5**3	False
1370	a0**3*a5**3	a0**2*a5**3	False
1371	a0*a1**-1*a5*a1	a0**2*a1**-1*a4*a5	False
1372	a0**2*a1**-1*a5**2*a1	a0**2*a1**-1*a4*a5	False
1373	a0*a1**-1*a5*a1	a0**2*a1**-1*a4*a5**-1	True
1374	a0**2*a1**-1*a5**2*a1	a0**2*a1**-1*a4*a5**-1	False
1375	a5**2*a1*a4*a5**-2	a0**-2*a5**2*a1	True
1376	a5**2*a2*a3*a5**-2	a5**2*a2*a0**-2	True
1377	a5**2*a2*a3*a5**-2	a5**2*a3*a0**-2	True
1378	a0**2*a5*a4**-1*a1**-1*a5	a0**2*a5**-1*a4**-1*a0	True
1379	a4*a5*a2*a3*a4**-1*a5**-1	a4*a5*a1**-1*a2*a0**-1	True
1380	a4*a5*a2*a3*a4**-1*a5**-1	a4*a5*a3*a0**-1*a1**-1	True
1381	a4**2*a5*a1*a4**-1*a5**-1	a4**2*a0**-1*a5*a1**-1	True
1382	a4*a0*a5*a4**-1	a4*a0**-1*a5**2*a1**-1	True
1383	a4*a0**2*a5**2*a4**-1	a4*a0**-1*a5**2*a1**-1	False
1384	a1*a5**-1*a1*a4*a5*a1**-1	a0*a1*a5**-1*a1*a4**-1	True
1385	a4*a0**-1*a1*a4*a0*a4**-1	a4*a0**-1*a1*a5*a1**-1	True
1386	a0*a2*a0*a5*a2**-1*a0**-1	a0*a2*a0*a3**-1*a5**-1	True
1387	a0*a2*a3*a0**-1	a0*a2**3*a5**-1	False
1388	a0*a2**2*a3**2*a0**-1	a0*a2**3*a5**-1	False
1389	a0*a2*a3*a0**-1	a0*a2**2*a3*a5**-1	False
1390	a0*a2**2*a3**2*a0**-1	a0*a2**2*a3*a5**-1	False
1391	a0*a2*a3*a0**-1	a0*a2**2*a3**-1*a5**-1	True
1392	a0*a2**2*a3**2*a0**-1	a0*a2**2*a3**-1*a5**-1	False
1393	a0*a2*a3*a0**-1	a0*a2*a3**2*a5**-1	False
1394	a0*a2**2*a3**2*a0**-1	a0*a2*a3**2*a5**-1	False
1395	a0*a2*a4*a1*a2**-1*a0**-1	a0*a2*a3**-1*a4*a5**-1	True
1396	a0*a2*a0*a5*a2**-1*a0**-1	a0*a2*a5*a3**-1*a5**-1	True
1397	a5*a3*a0*a5*a3**-1*a5**-1	a5*a3*a0*a2**-1*a0**-1	True
1398	a0*a1**-1*a2*a3*a0**-1*a1	a0*a1**-1*a2*a4*a5**-1	True
1399	a5*a3*a1*a3**-1*a4*a5**-1	a5*a2**-1*a3*a0**-1*a1	True
1400	a0*a3**-1*a1*a3*a4*a0**-1	a0*a2*a3**-1*a1*a5**-1	True
1401	a5*a1*a2**-1*a4*a2*a5**-1	a5*a1*a2**-1*a3*a0**-1	True
1402	a5*a2*a3*a5**-1	a5*a2**-1*a3**2*a0**-1	True
1403	a5*a2**2*a3**2*a5**-1	a5*a2**-1*a3**2*a0**-1	False
1404	a4*a5*a3*a1*a3**-1*a5**-1	a4*a5*a2**-1*a3*a0**-1	True
1405	a5*a3*a0*a5*a3**-1*a5**-1	a5*a3*a5*a2**-1*a0**-1	True
1406	a0*a3*a0*a5*a3**-1*a0**-1	a0*a3*a0*a2**-1*a5**-1	True
1407	a0*a3*a1*a3**-1*a4*a0**-1	a0*a2**-1*a3*a1*a5**-1	True
1408	a0*a2*a3*a0**-1	a0*a3**3*a5**-1	False
1409	a0*a2**2*a3**2*a0**-1	a0*a3**3*a5**-1	False
1410	a0*a2*a3*a0**-1	a0*a2**-1*a3**2*a5**-1	True
1411	a0*a2**2*a3**2*a0**-1	a0*a2**-1*a3**2*a5**-1	False
1412	a0*a3*a4*a2*a4**-1*a0**-1	a0*a3*a4*a1**-1*a5**-1	True
1413	a0*a3*a4*a1*a3**-1*a0**-1	a0*a3*a4*a2**-1*a5**-1	True
1414	a0*a3*a0*a5*a3**-1*a0**-1	a0*a3*a5*a2**-1*a5**-1	True
1415	a5*a2*a0*a5*a2**-1*a5**-1	a5*a2*a0*a3**-1*a0**-1	True
1416	a5*a1*a2*a4*a2**-1*a5**-1	a5*a1*a2*a3**-1*a0**-1	True
1417	a0*a2**-1*a4*a1*a2*a0**-1	a0*a2**-1*a3*a4*a5**-1	True
1418	a5*a2*a3*a5**-1	a5*a2**2*a3**-1*a0**-1	True
1419	a5*a2**2*a3**2*a5**-1	a5*a2**2*a3**-1*a0**-1	False
1420	a4*a5*a3**-1*a1*a3*a5**-1	a4*a5*a2*a3**-1*a0**-1	True
1421	a0*a3*a4**-1*a2*a4*a0**-1	a0*a3*a4**-1*a1*a5**-1	True
1422	a5*a2*a4*a1*a2**-1*a5**-1	a5*a2*a3**-1*a4*a0**-1	True
1423	a5*a2*a0*a5*a2**-1*a5**-1	a5*a2*a5*a3**-1*a0**-1	True
1424	a0*a4*a0*a1*a5**2	a0*a5**-1*a4*a0**2	True
1425	a0*a5*a4*a0*a4**-1*a0**-1	a0*a4*a0*a1**-1*a5**-1	True
1426	a0*a5**-1*a4*a0**-1*a1*a5	a0*a5**-2*a4*a0	True
1427	a0*a4*a0**-1*a1	a0*a4*a1*a4*a5**-1	False
1428	a0*a4*a1*a4*a0**-1*a1	a0*a4*a1*a4*a5**-1	False
1429	a0*a3*a4*a2*a4**-1*a0**-1	a0*a4*a1**-1*a2*a5**-1	True
1430	a0*a3**-1*a4*a1*a3*a0**-1	a0*a3**-1*a4*a2*a5**-1	True
1431	a0*a4**2*a1**2*a5	a0*a5**-1*a4**2*a0	True
1432	a0*a4**2*a1*a4**-1*a0**-1	a0*a4**2*a1**-1*a5**-1	True
1433	a0*a5*a4*a0*a4**-1*a0**-1	a0*a5*a4*a1**-1*a5**-1	True
1434	a0*a5*a1*a5*a1**-1*a5**-1	a0*a5*a1*a4**-1*a0**-1	True
1435	a5*a1**2*a4*a1**-1*a5**-1	a5*a1**2*a4**-1*a0**-1	True
1436	a5*a1*a2*a3*a1**-1*a5**-1	a5*a1*a2*a4**-1*a0**-1	True
1437	a5*a1*a2*a3*a1**-1*a5**-1	a5*a1*a3*a4**-1*a0**-1	True
1438	a0*a5*a1*a5*a1**-1*a5**-1	a5*a1*a4**-1*a0**-1*a5	True
1439	a0*a5*a2*a3*a0**-1*a5**-1	a0*a5*a2*a0**-1*a5**-1	True
1440	a0*a5*a2*a3*a0**-1*a5**-1	a0*a5*a3*a0**-1*a5**-1	True
1441	a0*a5	a0*a5**4	False
1442	a0**2*a5**2	a0*a5**4	False
1443	a0**3*a5**3	a0*a5**4	False
1444	a0*a5*a1**-1*a5*a1*a5**-1	a0*a5*a1**-1*a4*a0**-1	True
